Sample	Tax	Profile	Group
C0021	g__Granulicatella	0.000106320769762	HC
C0022	g__Granulicatella	0.00090372654298	HC
C0009	g__Granulicatella	0.000159481154644	HC
C0052	g__Granulicatella	0.0	HC
C0033	g__Granulicatella	0.0	HC
C0048	g__Granulicatella	0.0	HC
C0032	g__Granulicatella	0.0	HC
C0037	g__Granulicatella	0.000106320769762	HC
C0059	g__Granulicatella	0.000159481154644	HC
C0031	g__Granulicatella	0.0	HC
C0030	g__Granulicatella	0.0	HC
C0028	g__Granulicatella	0.000212641539525	HC
C0055	g__Granulicatella	5.31603848812e-05	HC
C0029	g__Granulicatella	0.0	HC
Z0032	g__Granulicatella	0.0	GH
Z0021	g__Granulicatella	0.000159481154644	GH
Z0020	g__Granulicatella	0.0	GH
Z0023	g__Granulicatella	0.0	GH
Z0022	g__Granulicatella	0.0	GH
Z0025	g__Granulicatella	0.0	GH
Z0009	g__Granulicatella	0.0	GH
Z0008	g__Granulicatella	5.31603848812e-05	GH
Z0007	g__Granulicatella	0.0	GH
Z0006	g__Granulicatella	5.31603848812e-05	GH
Z0005	g__Granulicatella	0.0	GH
Z0004	g__Granulicatella	0.0	GH
Z0002	g__Granulicatella	0.000106320769762	GH
Z0027	g__Granulicatella	0.0	GH
Z0026	g__Granulicatella	0.000106320769762	GH
Z0029	g__Granulicatella	0.0	GH
Z0018	g__Granulicatella	0.000106320769762	GH
Z0019	g__Granulicatella	0.0	GH
Z0030	g__Granulicatella	5.31603848812e-05	GH
Z0031	g__Granulicatella	0.0	GH
Z0010	g__Granulicatella	0.0	GH
Z0011	g__Granulicatella	0.0	GH
Z0012	g__Granulicatella	0.0	GH
Z0013	g__Granulicatella	0.0	GH
Z0014	g__Granulicatella	0.0	GH
Z0015	g__Granulicatella	0.0	GH
Z0016	g__Granulicatella	0.0	GH
Z0017	g__Granulicatella	0.0	GH
C0049	g__Rothia	5.31603848812e-05	HC
C0035	g__Rothia	0.0	HC
C0051	g__Rothia	0.0	HC
C0036	g__Rothia	0.0	HC
C0054	g__Rothia	0.000159481154644	HC
C0034	g__Rothia	0.0	HC
C0062	g__Rothia	0.000372122694168	HC
C0015	g__Rothia	0.0	HC
C0014	g__Rothia	0.00186061347084	HC
C0017	g__Rothia	0.0	HC
C0016	g__Rothia	5.31603848812e-05	HC
C0011	g__Rothia	5.31603848812e-05	HC
C0010	g__Rothia	0.0019669342406	HC
C0013	g__Rothia	5.31603848812e-05	HC
C0012	g__Rothia	0.000106320769762	HC
C0042	g__Rothia	5.31603848812e-05	HC
C0050	g__Rothia	0.000106320769762	HC
C0039	g__Rothia	0.000584764233693	HC
C0038	g__Rothia	0.0	HC
C0019	g__Rothia	0.000159481154644	HC
C0018	g__Rothia	0.0	HC
C0057	g__Rothia	0.000159481154644	HC
C0056	g__Rothia	0.0	HC
C0041	g__Rothia	0.0	HC
C0046	g__Rothia	0.000106320769762	HC
C0047	g__Rothia	5.31603848812e-05	HC
C0058	g__Rothia	0.0	HC
C0008	g__Rothia	0.0	HC
C0043	g__Rothia	0.000106320769762	HC
C0045	g__Rothia	0.0	HC
C0023	g__Rothia	5.31603848812e-05	HC
C0060	g__Rothia	0.000425283079049	HC
C0061	g__Rothia	0.000318962309287	HC
C0053	g__Rothia	0.000106320769762	HC
C0063	g__Rothia	0.000478443463931	HC
C0064	g__Rothia	0.0	HC
C0065	g__Rothia	0.0	HC
C0066	g__Rothia	0.000106320769762	HC
C0067	g__Rothia	0.000159481154644	HC
C0040	g__Rothia	0.0	HC
C0044	g__Rothia	0.0	HC
C0006	g__Rothia	0.0	HC
C0007	g__Rothia	0.0	HC
C0004	g__Rothia	0.000106320769762	HC
C0005	g__Rothia	0.000850566158099	HC
C0002	g__Rothia	0.000478443463931	HC
C0003	g__Rothia	5.31603848812e-05	HC
C0001	g__Rothia	0.000106320769762	HC
C0024	g__Rothia	0.0	HC
C0025	g__Rothia	0.0	HC
C0026	g__Rothia	0.000531603848812	HC
C0027	g__Rothia	5.31603848812e-05	HC
C0020	g__Rothia	5.31603848812e-05	HC
C0021	g__Rothia	0.0	HC
C0022	g__Rothia	0.000265801924406	HC
C0009	g__Rothia	0.000212641539525	HC
C0052	g__Rothia	5.31603848812e-05	HC
C0033	g__Rothia	0.0	HC
C0048	g__Rothia	5.31603848812e-05	HC
C0032	g__Rothia	0.0	HC
C0037	g__Rothia	0.000159481154644	HC
C0059	g__Rothia	5.31603848812e-05	HC
C0031	g__Rothia	0.0	HC
C0030	g__Rothia	0.0	HC
C0028	g__Rothia	0.000265801924406	HC
C0055	g__Rothia	0.000212641539525	HC
C0029	g__Rothia	0.0	HC
Z0032	g__Rothia	0.0	GH
Z0021	g__Rothia	0.0	GH
Z0020	g__Rothia	0.0	GH
Z0023	g__Rothia	0.0	GH
Z0022	g__Rothia	0.0	GH
Z0025	g__Rothia	0.0	GH
Z0009	g__Rothia	0.0	GH
Z0008	g__Rothia	0.0	GH
Z0007	g__Rothia	0.0	GH
Z0006	g__Rothia	0.0	GH
Z0005	g__Rothia	0.0	GH
Z0004	g__Rothia	5.31603848812e-05	GH
Z0002	g__Rothia	0.0	GH
Z0027	g__Rothia	0.0	GH
Z0026	g__Rothia	0.0	GH
Z0029	g__Rothia	0.0	GH
Z0018	g__Rothia	0.0	GH
Z0019	g__Rothia	5.31603848812e-05	GH
Z0030	g__Rothia	0.0	GH
Z0031	g__Rothia	0.0	GH
Z0010	g__Rothia	0.0	GH
Z0011	g__Rothia	0.0	GH
Z0012	g__Rothia	0.0	GH
Z0013	g__Rothia	0.0	GH
Z0014	g__Rothia	5.31603848812e-05	GH
Z0015	g__Rothia	0.0	GH
Z0016	g__Rothia	0.0	GH
Z0017	g__Rothia	0.0	GH
C0049	g__Gemella	0.0	HC
C0035	g__Gemella	0.000106320769762	HC
C0051	g__Gemella	0.0	HC
C0036	g__Gemella	5.31603848812e-05	HC
C0054	g__Gemella	0.000265801924406	HC
C0034	g__Gemella	0.000159481154644	HC
C0062	g__Gemella	0.000318962309287	HC
C0015	g__Gemella	5.31603848812e-05	HC
C0014	g__Gemella	0.000159481154644	HC
C0017	g__Gemella	0.0	HC
C0016	g__Gemella	5.31603848812e-05	HC
C0011	g__Gemella	0.000159481154644	HC
C0010	g__Gemella	5.31603848812e-05	HC
C0013	g__Gemella	0.000159481154644	HC
C0012	g__Gemella	0.0	HC
C0042	g__Gemella	0.000159481154644	HC
C0050	g__Gemella	0.0	HC
C0039	g__Gemella	0.000265801924406	HC
C0038	g__Gemella	0.0	HC
C0019	g__Gemella	0.0	HC
C0018	g__Gemella	5.31603848812e-05	HC
C0057	g__Gemella	0.000106320769762	HC
C0056	g__Gemella	0.0	HC
C0041	g__Gemella	0.0	HC
C0046	g__Gemella	0.0	HC
C0047	g__Gemella	0.0	HC
C0058	g__Gemella	0.0	HC
C0008	g__Gemella	0.000106320769762	HC
C0043	g__Gemella	0.000106320769762	HC
C0045	g__Gemella	0.000106320769762	HC
C0023	g__Gemella	0.000106320769762	HC
C0060	g__Gemella	0.000318962309287	HC
C0061	g__Gemella	0.000318962309287	HC
C0053	g__Gemella	0.0	HC
C0063	g__Gemella	0.000159481154644	HC
C0064	g__Gemella	5.31603848812e-05	HC
C0065	g__Gemella	5.31603848812e-05	HC
C0066	g__Gemella	0.000106320769762	HC
C0067	g__Gemella	5.31603848812e-05	HC
C0040	g__Gemella	0.0	HC
C0044	g__Gemella	0.0	HC
C0006	g__Gemella	0.0	HC
C0007	g__Gemella	5.31603848812e-05	HC
C0004	g__Gemella	5.31603848812e-05	HC
C0005	g__Gemella	0.0	HC
C0002	g__Gemella	0.000212641539525	HC
C0003	g__Gemella	0.000106320769762	HC
C0001	g__Gemella	0.000584764233693	HC
C0024	g__Gemella	0.0	HC
C0025	g__Gemella	0.000159481154644	HC
C0026	g__Gemella	0.000159481154644	HC
C0027	g__Gemella	0.000106320769762	HC
C0020	g__Gemella	0.000212641539525	HC
C0021	g__Gemella	0.000106320769762	HC
C0022	g__Gemella	0.000850566158099	HC
C0009	g__Gemella	0.0	HC
C0052	g__Gemella	0.000159481154644	HC
C0033	g__Gemella	5.31603848812e-05	HC
C0048	g__Gemella	0.0	HC
C0032	g__Gemella	0.0	HC
C0037	g__Gemella	0.000159481154644	HC
C0059	g__Gemella	0.000265801924406	HC
C0031	g__Gemella	0.0	HC
C0030	g__Gemella	0.0	HC
C0028	g__Gemella	0.0	HC
C0055	g__Gemella	5.31603848812e-05	HC
C0029	g__Gemella	0.0	HC
Z0032	g__Gemella	0.0	GH
Z0021	g__Gemella	0.000106320769762	GH
Z0020	g__Gemella	0.0	GH
Z0023	g__Gemella	0.0	GH
Z0022	g__Gemella	0.0	GH
Z0025	g__Gemella	0.0	GH
Z0009	g__Gemella	0.0	GH
Z0008	g__Gemella	0.0	GH
Z0007	g__Gemella	0.0	GH
Z0006	g__Gemella	0.0	GH
Z0005	g__Gemella	0.0	GH
Z0004	g__Gemella	0.0	GH
Z0002	g__Gemella	0.0	GH
Z0027	g__Gemella	0.0	GH
Z0026	g__Gemella	5.31603848812e-05	GH
Z0029	g__Gemella	0.0	GH
Z0018	g__Gemella	0.000106320769762	GH
Z0019	g__Gemella	0.0	GH
Z0030	g__Gemella	5.31603848812e-05	GH
Z0031	g__Gemella	0.0	GH
Z0010	g__Gemella	0.0	GH
Z0011	g__Gemella	0.0	GH
Z0012	g__Gemella	0.0	GH
Z0013	g__Gemella	0.0	GH
Z0014	g__Gemella	0.00090372654298	GH
Z0015	g__Gemella	0.0	GH
Z0016	g__Gemella	0.0	GH
Z0017	g__Gemella	0.0	GH
